"tenkm","cbc_code","index90","index10","diff","easting","northing"
"TQ89","J.",0.3452970297,0.5024752475,0.1571782178,585000,195000
"TQ91","J.",0.2927864215,0,-0.292786421,595000,115000
"TQ92","J.",0.2425742574,0.2314356436,-0.011138614,595000,125000
"TQ93","J.",0.6126237624,0.3948019802,-0.217821782,595000,135000
"TQ94","J.",0.4492574257,0.75,0.3007425743,595000,145000
"TQ95","J.",0.5024752475,0.7908415842,0.2883663366,595000,155000
"TQ96","J.",0.0507425743,0.2351485149,0.1844059406,595000,165000
"TQ98","J.",0.2116336634,0.2202970297,0.0086633663,595000,185000
"TQ99","J.",0,0.1856435644,0.1856435644,595000,195000
"TR03","J.",0.1881188119,0.3589108911,0.1707920792,605000,135000
"TR04","J.",0.6336633663,0.3948019802,-0.238861386,605000,145000
"TR05","J.",0.6683168317,0.5754950495,-0.092821782,605000,155000
"TR06","J.",0.2400990099,0.2363861386,-0.003712871,605000,165000
"TR13","J.",0.0643564356,0.4814356436,0.4170792079,615000,135000
"TR14","J.",0.3477722772,0.7735148515,0.4257425743,615000,145000
"TR15","J.",0.504950495,0.5123762376,0.0074257426,615000,155000
"TR16","J.",0.6311881188,0.525990099,-0.10519802,615000,165000
"TR23","J.",0,0.2687411598,0.2687411598,625000,135000
"TR24","J.",0.6163366337,0.6163366337,0,625000,145000
"TR25","J.",0.2202970297,0.3193069307,0.099009901,625000,155000
"TR26","J.",0.1126237624,0.4183168317,0.3056930693,625000,165000
"TR34","J.",0.2636138614,0.4727722772,0.2091584158,635000,145000
"TR35","J.",0.3638613861,0.5569306931,0.1930693069,635000,155000
"TR36","J.",0.4108910891,0.5804455446,0.1695544554,635000,165000
"TR37","J.",1,0.2145214521,-0.785478548,635000,175000
"TV49","J.",1,0,-1,545000,95000
"TV59","J.",0.3564356436,0.2388613861,-0.117574257,555000,95000
"TV69","J.",1,0,-1,565000,95000
"WV54","J.",0.3316831683,0.396039604,0.0643564356,-158351,24873
"WV55","J.",0.261669024,0.1923620934,-0.069306931,-158219,34871
"WV64","J.",0,0.3366336634,0.3366336634,-148353,24741
"WV65","J.",0.573019802,0.5334158416,-0.03960396,-148221,34739
"WV75","J.",0.4900990099,0.3465346535,-0.143564356,-138224,34606
